"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","BinaryClassificationEvaluator.labelCol","BinaryClassificationEvaluator.metricName","BinaryClassificationEvaluator.numBins","BinaryClassificationEvaluator.rawPredictionCol","GBTClassifier.cacheNodeIds","GBTClassifier.checkpointInterval","GBTClassifier.featureSubsetStrategy","GBTClassifier.featuresCol","GBTClassifier.impurity","GBTClassifier.labelCol","GBTClassifier.leafCol","GBTClassifier.lossType","GBTClassifier.maxBins","GBTClassifier.maxDepth","GBTClassifier.maxIter","GBTClassifier.maxMemoryInMB","GBTClassifier.minInfoGain","GBTClassifier.minInstancesPerNode","GBTClassifier.minWeightFractionPerNode","GBTClassifier.predictionCol","GBTClassifier.probabilityCol","GBTClassifier.rawPredictionCol","GBTClassifier.seed","GBTClassifier.stepSize","GBTClassifier.subsamplingRate","GBTClassifier.validationTol","LogisticRegression.aggregationDepth","LogisticRegression.elasticNetParam","LogisticRegression.family","LogisticRegression.featuresCol","LogisticRegression.fitIntercept","LogisticRegression.labelCol","LogisticRegression.maxBlockSizeInMB","LogisticRegression.maxIter","LogisticRegression.predictionCol","LogisticRegression.probabilityCol","LogisticRegression.rawPredictionCol","LogisticRegression.regParam","LogisticRegression.standardization","LogisticRegression.threshold","LogisticRegression.tol","RandomForestClassifier.bootstrap","RandomForestClassifier.cacheNodeIds","RandomForestClassifier.checkpointInterval","RandomForestClassifier.featureSubsetStrategy","RandomForestClassifier.featuresCol","RandomForestClassifier.impurity","RandomForestClassifier.labelCol","RandomForestClassifier.leafCol","RandomForestClassifier.maxBins","RandomForestClassifier.maxDepth","RandomForestClassifier.maxMemoryInMB","RandomForestClassifier.minInfoGain","RandomForestClassifier.minInstancesPerNode","RandomForestClassifier.minWeightFractionPerNode","RandomForestClassifier.numTrees","RandomForestClassifier.predictionCol","RandomForestClassifier.probabilityCol","RandomForestClassifier.rawPredictionCol","RandomForestClassifier.seed","RandomForestClassifier.subsamplingRate","VectorAssembler.handleInvalid","VectorAssembler.inputCols","VectorAssembler.outputCol","best_RandomForestClassifier.impurity","best_RandomForestClassifier.maxDepth","best_RandomForestClassifier.numTrees","collectSubModels","estimator","evaluator","foldCol","maxDepth","maxIter","numFolds","numTrees","parallelism","regParam","seed","stages","accuracy_test_data","areaUnderPR_test_data","areaUnderROC-2_test_data","areaUnderROC_test_data","auc","avg_areaUnderROC","f1_test_data","precision","recall","std_areaUnderROC","sparkDatasourceInfo","estimator_class","estimator_name"
"2025-03-02 15:42:43","2.3min","75333da0e58046fba423fb11375abc19","colorful-doe-295","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","False","10","auto","features","gini","AtRisk","","32","10","256","0.0","1","0.0","100","prediction","probability","rawPrediction","42","1.0","error","['Age', 'Hours per day', 'BPM', 'Genre_Diversity', 'Genre_Contrast', 'Frequency [Classical]_numeric', 'Frequency [Country]_numeric', 'Frequency [EDM]_numeric', 'Frequency [Folk]_numeric', 'Frequency [Gospel]_numeric', 'Frequency [Hip hop]_numeric', 'Frequency [Jazz]_numeric', 'Frequency [K pop]_numeric', 'Frequency [Latin]_numeric', 'Frequency [Lofi]_numeric', 'Frequency [Metal]_numeric', 'Frequency [Pop]_numeric', 'Frequency [R&B]_numeric', 'Frequency [Rap]_numeric', 'Frequency [Rock]_numeric', 'Frequency [Video game music]_numeric', 'Music_Effect_Score']","features","","","","","","","","","","","","","","","['VectorAssembler', 'RandomForestClassifier']","","","","","","0.5321924284007196","","","","0.014453827870243227","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","pyspark.ml.pipeline.Pipeline","Pipeline"
"2025-03-02 15:42:43","2.3min","e22e67b1d7524ece8202dc6dcee21575","secretive-doe-409","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","False","10","auto","features","gini","AtRisk","","32","5","256","0.0","1","0.0","50","prediction","probability","rawPrediction","42","1.0","error","['Age', 'Hours per day', 'BPM', 'Genre_Diversity', 'Genre_Contrast', 'Frequency [Classical]_numeric', 'Frequency [Country]_numeric', 'Frequency [EDM]_numeric', 'Frequency [Folk]_numeric', 'Frequency [Gospel]_numeric', 'Frequency [Hip hop]_numeric', 'Frequency [Jazz]_numeric', 'Frequency [K pop]_numeric', 'Frequency [Latin]_numeric', 'Frequency [Lofi]_numeric', 'Frequency [Metal]_numeric', 'Frequency [Pop]_numeric', 'Frequency [R&B]_numeric', 'Frequency [Rap]_numeric', 'Frequency [Rock]_numeric', 'Frequency [Video game music]_numeric', 'Music_Effect_Score']","features","","","","","","","","","","","","","","","['VectorAssembler', 'RandomForestClassifier']","","","","","","0.538222456651469","","","","0.0044572016086243185","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","pyspark.ml.pipeline.Pipeline","Pipeline"
"2025-03-02 15:42:43","2.3min","f8647bc10dcf43b888feb5bf4b460710","sincere-boar-408","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","False","10","auto","features","gini","AtRisk","","32","10","256","0.0","1","0.0","50","prediction","probability","rawPrediction","42","1.0","error","['Age', 'Hours per day', 'BPM', 'Genre_Diversity', 'Genre_Contrast', 'Frequency [Classical]_numeric', 'Frequency [Country]_numeric', 'Frequency [EDM]_numeric', 'Frequency [Folk]_numeric', 'Frequency [Gospel]_numeric', 'Frequency [Hip hop]_numeric', 'Frequency [Jazz]_numeric', 'Frequency [K pop]_numeric', 'Frequency [Latin]_numeric', 'Frequency [Lofi]_numeric', 'Frequency [Metal]_numeric', 'Frequency [Pop]_numeric', 'Frequency [R&B]_numeric', 'Frequency [Rap]_numeric', 'Frequency [Rock]_numeric', 'Frequency [Video game music]_numeric', 'Music_Effect_Score']","features","","","","","","","","","","","","","","","['VectorAssembler', 'RandomForestClassifier']","","","","","","0.5254510080734324","","","","0.028905594779069153","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","pyspark.ml.pipeline.Pipeline","Pipeline"
"2025-03-02 15:41:43","58.9s","44e65884054e4f0caf74f72614c185a4","righteous-robin-784","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","False","10","all","features","variance","AtRisk","","logistic","32","5","10","256","0.0","1","0.0","prediction","probability","rawPrediction","3504127614838123891","0.1","1.0","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","error","['Age', 'Hours per day', 'BPM', 'Genre_Diversity', 'Genre_Contrast', 'Frequency [Classical]_numeric', 'Frequency [Country]_numeric', 'Frequency [EDM]_numeric', 'Frequency [Folk]_numeric', 'Frequency [Gospel]_numeric', 'Frequency [Hip hop]_numeric', 'Frequency [Jazz]_numeric', 'Frequency [K pop]_numeric', 'Frequency [Latin]_numeric', 'Frequency [Lofi]_numeric', 'Frequency [Metal]_numeric', 'Frequency [Pop]_numeric', 'Frequency [R&B]_numeric', 'Frequency [Rap]_numeric', 'Frequency [Rock]_numeric', 'Frequency [Video game music]_numeric', 'Music_Effect_Score']","features","","","","","","","","","","","","","","","['VectorAssembler', 'GBTClassifier']","0.5539568345323741","0.44015948769667174","","0.5153425809163513","","","0.5172036284016265","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","pyspark.ml.pipeline.Pipeline","Pipeline"
"2025-03-02 15:40:54","48.0s","2b38d8f57108488f9e2477b52622078f","victorious-gnu-630","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","2","0.0","auto","features","True","AtRisk","0.0","10","prediction","probability","rawPrediction","0.01","True","0.5","1e-06","","","","","","","","","","","","","","","","","","","","","error","['Age', 'Hours per day', 'BPM', 'Genre_Diversity', 'Genre_Contrast', 'Frequency [Classical]_numeric', 'Frequency [Country]_numeric', 'Frequency [EDM]_numeric', 'Frequency [Folk]_numeric', 'Frequency [Gospel]_numeric', 'Frequency [Hip hop]_numeric', 'Frequency [Jazz]_numeric', 'Frequency [K pop]_numeric', 'Frequency [Latin]_numeric', 'Frequency [Lofi]_numeric', 'Frequency [Metal]_numeric', 'Frequency [Pop]_numeric', 'Frequency [R&B]_numeric', 'Frequency [Rap]_numeric', 'Frequency [Rock]_numeric', 'Frequency [Video game music]_numeric', 'Music_Effect_Score']","features","","","","","","","","","","","","","","","['VectorAssembler', 'LogisticRegression']","0.5611510791366906","0.49824722259585474","","0.544766708701135","","","0.47444779152047817","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","pyspark.ml.pipeline.Pipeline","Pipeline"
"2025-03-02 15:39:39","1.2min","98889ed291a642799099fec82a5ec3c8","bustling-fly-108","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","True","False","10","auto","features","gini","AtRisk","","32","10","256","0.0","1","0.0","100","prediction","probability","rawPrediction","42","1.0","error","['Age', 'Hours per day', 'BPM', 'Genre_Diversity', 'Genre_Contrast', 'Frequency [Classical]_numeric', 'Frequency [Country]_numeric', 'Frequency [EDM]_numeric', 'Frequency [Folk]_numeric', 'Frequency [Gospel]_numeric', 'Frequency [Hip hop]_numeric', 'Frequency [Jazz]_numeric', 'Frequency [K pop]_numeric', 'Frequency [Latin]_numeric', 'Frequency [Lofi]_numeric', 'Frequency [Metal]_numeric', 'Frequency [Pop]_numeric', 'Frequency [R&B]_numeric', 'Frequency [Rap]_numeric', 'Frequency [Rock]_numeric', 'Frequency [Video game music]_numeric', 'Music_Effect_Score']","features","","","","","","","","","","","","","","","['VectorAssembler', 'RandomForestClassifier']","0.5683453237410072","0.48922400640640623","","0.53551912568306","","","0.4619732785200411","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","pyspark.ml.pipeline.Pipeline","Pipeline"
"2025-03-02 15:37:53","146ms","3c112d12c3884109a1c5654ddc8ca6c3","masked-croc-518","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
"2025-03-02 15:37:51","1.4s","ae05d0804e0a4abe8b98426508249bc1","inquisitive-rat-631","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
"2025-03-02 15:37:50","156ms","16c34cc2a5f24d7396b4e23d40dd78b9","rumbling-ram-205","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
"2025-03-02 15:37:47","1.9s","05d2f2bd11a54f67a2f5ce43e3951645","agreeable-horse-91","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
"2025-03-02 15:37:46","152ms","2b4e8f69e44b4c4fb53f4d15ab273a29","indecisive-squid-190","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
"2025-03-02 15:37:44","1.3s","9f0483153c8448f7865908fcde99ddca","hilarious-swan-213","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
"2025-03-02 15:37:44","157ms","5022ec607680429ea61f2478225600c8","redolent-tern-723","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
"2025-03-02 15:37:42","1.4s","6ceb05e647884b6b889a883b7a996c3c","abundant-goose-900","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
"2025-03-02 15:37:41","145ms","318b59fbf3234821973fd721d7c6b495","gifted-perch-841","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
"2025-03-02 15:37:38","1.9s","65da3cb5c25d442894126bb31d599bc6","whimsical-asp-527","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
"2025-03-02 15:37:37","232ms","00419e6d9a584f49be705375655b35e6","bemused-pig-296","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
"2025-03-02 15:37:33","3.0s","b495d830e5f9460d861c941aa6283540","awesome-newt-342","NOTEBOOK","/Users/w.khan_19822@khi.iba.edu.pk/music_therapy/Group Project final","w.khan_19822@khi.iba.edu.pk","FINISHED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","path=dbfs:/FileStore/music/mxmh_survey_results.csv,format=csv","",""
